n_stops,mean_coverage,median_coverage,min_coverage,max_coverage,min_stop_valence,max_stop_valence,r_afinn_bing,r_afinn_nrc,r_bing_nrc
19,0.11310234116048795,0.11172566371681415,0.09170854271356783,0.13472378804960541,-0.1078846153846154,0.3090322580645161,0.7529591685904414,0.7468904632704324,0.662254561073
